,sex,birthyear,height_ft,height_in,experience02,hhsize97,homelessness,faminjail,foodstamp,marijuana,cocaine,anydrug,numberofarrestsby2002,arrestedafter2002,convictedby2002,num_weight,birthmonth,race_ethnicity,race_specific,weight,married02,educ02,college02,parentrelations,urbanrural,victim,askgod,godhasnothingtodo,expectdeath,depression,race
1012,1,1981,6,0,1,2,0,0,0,1,0,1,3,1,0,184.0,2,0,2,60,4,4,0,7,4,0,3,2,1,2,2
1013,1,1983,5,9,1,5,0,0,0,0,0,0,2,0,0,160.0,11,0,2,40,5,0,3,4,1,0,3,2,1,3,2
1014,0,1983,5,1,2,4,0,0,0,0,0,0,2,0,0,134.0,11,0,2,16,5,4,7,7,4,0,3,2,1,3,2
1015,1,1983,5,11,0,5,0,0,0,0,0,0,2,1,0,149.0,7,0,2,30,5,0,8,7,0,0,3,2,1,3,2
1016,0,1983,5,7,2,4,0,1,1,1,0,1,3,0,1,212.0,11,0,2,76,4,3,6,7,4,0,3,3,1,3,2
1017,1,1981,5,9,5,4,1,0,1,1,0,1,9,0,1,187.0,7,3,5,63,3,0,8,7,2,1,2,3,1,3,5
1018,0,1983,5,6,0,5,0,0,0,0,0,0,1,0,0,137.0,10,0,2,11,5,0,3,7,0,0,3,3,1,3,2
1019,1,1983,5,10,2,4,0,0,0,1,0,1,1,0,1,187.0,9,3,5,55,5,3,6,9,4,0,2,2,1,2,5
1020,1,1982,5,10,2,4,0,0,0,0,0,0,2,0,0,170.0,8,0,2,50,5,4,7,7,4,0,3,2,1,0,2
1021,0,1982,5,10,1,3,0,0,0,0,1,1,4,0,1,170.0,6,1,5,50,3,3,6,2,1,0,3,2,1,2,3
1022,1,1983,5,7,1,4,0,0,1,1,0,1,1,0,0,169.0,5,0,2,49,5,4,0,7,4,0,3,2,1,2,2
1023,1,1982,6,0,2,7,0,0,0,1,1,1,2,0,0,167.0,5,3,0,47,4,0,8,9,4,0,2,2,1,1,0
1024,0,1984,5,6,2,2,0,0,0,1,1,1,1,1,0,212.0,9,3,5,71,4,0,8,7,4,0,2,2,1,3,5
1025,1,1982,5,8,2,6,0,0,0,1,0,1,2,1,1,185.0,7,1,5,61,5,3,6,7,4,1,3,2,1,3,3
1026,1,1983,5,3,1,5,0,0,0,1,1,1,5,1,0,140.0,11,1,3,22,5,0,8,7,0,0,3,2,1,3,3
1027,1,1984,5,3,1,5,0,0,0,1,1,1,17,0,1,155.0,9,0,2,35,5,0,8,7,4,0,3,3,1,0,2
1028,0,1983,5,0,0,7,0,0,0,0,0,0,5,0,1,137.0,7,0,2,11,5,4,7,7,4,0,3,2,1,2,2
1029,1,1982,5,10,1,6,0,0,0,1,0,1,1,0,1,174.0,9,3,5,54,5,4,1,9,4,1,2,3,1,2,5
1030,1,1983,6,3,0,7,0,1,0,0,0,0,9,1,0,333.0,6,3,5,0,5,4,7,7,4,1,3,2,1,3,5
1031,0,1980,5,4,4,9,0,0,1,1,0,1,1,0,0,160.0,11,1,3,40,5,3,9,12,0,0,3,2,12,3,3
1032,0,1982,5,3,1,5,0,1,1,1,1,1,3,1,0,155.0,3,1,0,35,1,3,6,7,4,0,3,2,1,2,3
1033,1,1980,5,9,0,4,1,1,0,1,0,1,3,1,1,220.0,10,0,2,79,4,4,7,3,2,0,3,2,12,2,2
1034,1,1982,6,0,1,7,0,0,0,1,0,1,1,0,1,187.0,10,0,2,63,5,0,8,7,4,0,3,3,1,3,2
1035,1,1982,6,3,2,5,0,0,0,1,0,1,2,0,1,195.0,9,3,5,68,5,4,0,9,4,0,3,2,1,2,5
1036,1,1981,6,5,2,7,0,0,0,1,0,1,1,0,0,250.0,10,3,5,89,5,4,7,9,4,0,3,2,1,2,5
1037,1,1982,5,11,1,6,0,0,0,1,0,1,1,0,1,146.0,5,3,5,27,5,3,6,10,4,0,2,2,1,3,5
1038,0,1984,5,4,2,8,0,0,0,1,0,1,1,0,0,112.0,11,3,5,1,4,0,3,9,2,0,3,3,1,3,5
1039,1,1981,5,9,3,5,0,0,0,1,1,1,1,0,1,220.0,5,3,5,79,5,4,9,9,4,0,2,3,1,3,5
1040,1,1983,5,7,3,5,0,0,0,0,0,0,1,0,0,212.0,2,3,5,71,5,0,3,8,0,0,3,2,1,2,5
1041,0,1982,5,6,0,4,0,0,0,0,0,0,8,1,0,132.0,0,2,5,15,5,0,8,2,1,0,3,2,1,1,4
1042,1,1984,5,8,0,3,0,0,0,1,0,1,1,0,1,154.0,1,3,5,34,5,0,8,7,4,0,3,2,1,2,5
1043,1,1980,6,0,0,2,0,0,0,1,0,1,2,0,1,185.0,0,0,2,61,5,4,7,5,2,0,3,2,4,2,2
1044,0,1984,5,1,2,5,1,0,1,1,0,1,2,1,1,135.0,10,0,2,17,5,0,8,7,4,0,3,2,1,2,2
1045,1,1984,5,8,0,5,0,0,0,1,1,1,2,1,0,155.0,0,0,2,35,5,0,3,7,4,0,3,2,1,2,2
1046,1,1982,5,10,3,4,0,1,0,1,0,1,2,1,1,170.0,3,1,3,50,5,4,9,2,1,1,3,2,1,2,3
1047,1,1982,5,6,2,3,0,0,0,1,0,1,1,0,1,130.0,2,3,5,14,5,4,7,5,4,0,3,2,1,3,5
1048,1,1984,6,1,1,3,0,0,0,1,0,1,3,0,0,250.0,3,3,5,89,5,0,3,7,4,0,2,3,1,2,5
1049,1,1983,5,9,0,3,0,0,0,1,0,1,1,0,1,178.0,5,3,5,56,5,4,7,5,4,0,2,2,1,2,5
1050,1,1983,6,11,0,4,0,0,0,1,0,1,10,0,1,165.0,10,0,2,45,5,4,7,7,4,0,3,2,1,2,2
1051,0,1983,5,6,1,4,0,0,0,0,1,1,1,0,0,165.0,2,3,5,45,5,4,0,9,4,0,3,2,1,2,5
1052,0,1984,5,0,4,10,0,0,0,1,0,1,1,0,0,140.0,5,0,2,22,4,0,8,9,4,0,3,2,1,3,2
1053,1,1980,6,0,1,3,0,0,0,1,0,1,9,0,1,212.0,1,1,3,71,7,0,8,7,4,0,3,2,0,3,3
1054,1,1984,6,0,0,4,0,1,0,1,0,1,1,1,0,160.0,11,3,5,40,5,0,3,7,2,0,3,2,1,2,5
1055,0,1983,5,9,5,2,0,0,0,0,0,0,1,0,0,140.0,7,3,5,22,4,0,8,2,1,0,2,3,1,3,5
1056,1,1983,6,6,1,5,0,0,0,0,0,0,1,0,0,220.0,11,0,2,79,5,4,0,7,4,0,3,2,1,2,2
1057,0,1983,6,0,1,2,0,0,0,1,1,1,7,0,1,187.0,5,3,5,55,5,0,8,7,4,0,3,2,1,3,5
1058,1,1981,5,6,2,7,0,0,0,1,1,1,2,1,1,165.0,11,1,5,45,5,0,8,9,2,0,3,2,1,2,3
1059,1,1980,6,2,2,7,0,0,0,0,0,0,1,0,0,237.0,10,0,2,81,5,4,1,7,2,0,3,2,,2,2
1060,1,1983,5,9,4,7,0,0,0,1,0,1,6,1,1,170.0,8,3,5,50,5,4,7,9,0,0,2,2,1,2,5
1061,0,1981,5,3,2,4,0,0,1,1,0,1,1,0,1,120.0,9,3,5,8,4,0,8,7,4,0,3,2,1,3,5
1062,0,1981,5,4,0,4,0,0,0,0,0,0,2,0,0,110.0,2,3,5,4,5,4,7,8,4,1,3,3,1,3,5
1063,1,1980,5,9,0,4,0,0,0,1,1,1,2,1,0,190.0,11,3,5,65,5,4,1,9,2,0,2,3,3,2,5
1064,1,1980,5,9,3,4,0,0,0,1,1,1,3,0,1,160.0,9,3,5,40,5,4,7,9,2,0,2,2,8,2,5
1065,1,1981,5,8,0,3,0,0,0,1,0,1,4,1,1,187.0,9,3,5,55,5,0,6,7,4,0,2,3,1,3,5
1066,1,1980,5,11,2,4,0,0,0,1,0,1,2,1,1,210.0,8,1,5,75,5,0,8,7,4,0,2,2,8,2,3
1067,0,1984,5,9,1,3,0,0,0,1,1,1,1,0,1,160.0,1,3,5,40,4,0,6,3,4,0,3,2,1,2,5
1068,1,1984,5,11,5,5,0,1,0,1,0,1,1,0,0,170.0,6,3,5,50,5,4,1,9,4,0,2,2,1,2,5
1069,1,1982,6,4,0,4,0,1,0,1,1,1,11,0,1,210.0,6,0,2,75,5,0,8,7,3,0,3,3,1,1,2
1070,1,1983,5,5,1,4,0,0,0,1,0,1,1,0,1,170.0,0,3,5,50,4,3,6,7,4,0,2,2,1,2,5
1071,0,1984,5,6,0,3,0,0,0,1,0,1,1,0,0,110.0,4,0,2,4,5,3,6,7,0,0,3,2,1,3,2
1072,0,1983,5,4,3,5,0,0,0,1,0,1,1,0,0,120.0,11,3,5,8,5,4,0,7,4,0,3,2,1,2,5
1073,1,1981,5,7,1,5,0,0,0,1,1,1,1,0,0,149.0,3,0,2,30,5,4,7,7,2,0,3,3,1,3,2
1074,0,1982,5,1,3,4,0,0,0,1,1,1,1,0,1,110.0,3,3,5,4,4,4,0,9,4,0,2,3,1,3,5
1075,0,1982,4,11,0,5,0,0,0,0,0,0,1,0,0,146.0,1,3,5,27,4,0,8,7,4,0,3,2,1,3,5
1076,0,1981,5,8,4,5,0,0,0,1,0,1,1,0,1,135.0,10,3,5,17,3,3,6,7,4,0,3,2,1,2,5
1077,1,1982,5,9,1,5,0,0,0,1,0,1,3,0,0,245.0,0,0,2,87,5,4,7,7,4,0,2,2,1,2,2
1078,1,1983,5,6,2,5,0,0,0,1,0,1,4,1,1,146.0,2,1,3,27,5,0,8,2,1,0,2,2,1,2,3
1079,1,1984,6,0,2,3,0,0,0,1,0,1,4,0,1,170.0,4,3,5,50,5,0,8,7,0,0,3,2,1,2,5
1080,0,1982,4,11,2,7,0,0,0,1,0,1,2,0,1,140.0,10,1,3,22,4,4,7,9,4,0,3,2,1,2,3
1081,1,1984,5,7,3,3,0,0,0,0,0,0,2,0,0,180.0,6,1,3,57,5,4,0,7,4,0,3,2,1,3,3
1082,0,1984,5,8,3,4,0,1,0,1,1,1,2,0,1,212.0,3,0,2,71,5,0,8,12,4,0,3,2,1,1,2
1083,1,1980,5,11,1,2,0,0,0,0,0,0,3,0,1,160.0,10,1,5,40,4,4,7,7,0,0,2,3,11,2,3
1084,0,1981,5,2,0,5,0,0,1,1,0,1,2,0,1,120.0,1,3,5,8,3,0,8,9,2,0,3,2,1,2,5
1085,1,1983,5,7,2,5,0,0,0,1,0,1,1,0,0,185.0,4,3,5,61,5,0,6,7,4,0,3,2,1,2,5
1086,1,1980,5,10,4,5,0,0,0,0,0,0,2,0,1,170.0,11,3,5,50,5,4,1,9,4,0,3,2,12,3,5
1087,1,1982,7,8,2,6,0,1,1,1,0,1,8,0,1,160.0,5,0,2,40,5,0,8,7,4,0,3,2,1,0,2
1088,0,1981,5,4,1,3,0,0,0,1,1,1,1,0,1,130.0,2,3,0,14,4,4,1,7,4,0,2,2,1,3,0
1089,1,1982,5,8,0,5,0,0,0,0,0,0,1,0,1,120.0,3,3,5,8,5,4,7,9,0,0,3,2,1,2,5
1090,1,1980,5,7,2,2,0,0,0,1,0,1,1,0,1,137.0,1,0,2,11,5,3,9,7,4,1,3,2,5,3,2
1091,1,1980,5,7,1,3,0,0,0,0,0,0,1,0,0,145.0,0,3,5,26,5,4,7,9,0,0,3,2,12,1,5
1092,0,1980,5,7,3,4,0,0,0,1,0,1,1,0,1,145.0,1,3,5,26,5,4,1,9,2,0,2,2,2,2,5
1093,1,1981,5,7,0,3,1,0,0,0,1,1,3,1,1,145.0,9,3,5,26,5,3,6,5,4,0,3,3,1,2,5
1094,1,1984,5,10,1,4,0,0,0,1,0,1,3,1,1,140.0,0,3,5,22,5,0,3,7,4,0,3,2,1,3,5
1095,1,1983,5,11,0,10,0,0,0,1,0,1,6,0,0,165.0,0,1,5,45,5,0,8,9,2,0,3,3,1,2,3
1096,1,1981,6,1,1,5,0,0,0,1,0,1,4,1,1,165.0,10,0,2,45,5,0,8,7,4,0,3,2,1,3,2
1097,1,1981,5,7,0,3,0,1,0,1,0,1,3,1,1,160.0,7,0,2,40,5,3,6,8,4,1,3,2,1,2,2
1098,1,1982,6,8,2,5,0,0,0,0,0,0,1,0,0,410.0,10,0,2,0,5,4,7,7,4,1,2,2,1,2,2
1099,0,1983,5,4,0,5,0,0,0,1,0,1,3,0,1,138.0,9,0,2,20,5,0,3,7,4,0,2,2,1,1,2
1100,0,1980,5,2,2,3,0,0,0,1,0,1,1,0,1,162.0,8,0,2,31,4,4,9,8,4,0,3,2,2,2,2
1101,1,1984,6,2,0,5,0,0,0,1,0,1,1,0,1,135.0,2,3,5,17,5,0,8,7,4,0,3,3,1,3,5
1102,1,1984,6,3,1,10,0,1,0,0,0,0,8,1,0,210.0,9,0,2,75,5,0,8,7,4,0,3,2,1,2,2
1103,1,1984,5,3,1,6,0,0,0,1,1,1,1,0,1,120.0,2,1,0,8,5,0,3,2,1,0,2,3,1,2,3
1104,1,1981,6,11,3,4,0,0,0,1,0,1,1,0,0,210.0,4,3,5,75,5,4,9,2,1,0,3,2,1,3,5
1105,1,1984,5,11,1,5,0,0,0,1,0,1,1,0,0,145.0,9,3,5,26,4,0,3,2,1,0,2,2,1,2,5
1106,1,1980,5,11,2,4,0,0,0,1,0,1,2,0,1,159.0,6,1,5,39,5,3,6,7,4,0,3,2,7,3,3
1107,1,1983,5,5,0,5,0,0,0,0,0,0,1,0,0,135.0,2,0,2,17,5,0,8,8,4,0,2,3,1,2,2
1108,0,1982,5,5,3,4,0,0,0,1,1,1,1,0,0,140.0,4,3,5,22,5,4,1,7,0,0,2,3,1,3,5
1109,1,1984,6,1,2,7,0,0,0,1,0,1,3,0,1,215.0,7,3,5,77,5,4,7,2,1,0,3,2,1,3,5
1110,1,1984,5,11,2,8,0,0,0,0,0,0,1,1,1,210.0,11,3,5,75,5,0,3,9,4,0,3,2,1,3,5
1111,0,1982,5,4,1,5,0,0,0,1,0,1,1,0,0,237.0,1,3,5,84,4,0,8,8,4,0,2,2,1,2,5
1112,1,1983,6,1,1,5,0,1,0,1,0,1,6,1,1,162.0,8,3,5,31,4,0,8,7,4,0,3,2,1,2,5
1113,1,1984,6,0,1,4,0,0,0,0,0,0,1,0,1,160.0,3,3,5,40,5,4,1,7,0,0,2,2,1,2,5
1114,1,1981,6,3,3,6,0,0,0,1,0,1,1,1,0,250.0,10,3,5,89,5,4,9,7,2,0,3,2,1,3,5
1115,1,1983,5,8,2,6,0,0,0,0,0,0,1,0,0,137.0,0,1,5,11,5,4,0,9,4,0,3,2,1,2,3
1116,1,1980,6,1,1,5,0,0,0,0,0,0,2,0,1,145.0,10,3,5,26,5,3,6,5,0,0,2,3,9,1,5
1117,0,1980,5,10,3,6,0,0,0,1,1,1,1,0,0,162.0,3,3,5,31,4,4,2,9,4,0,3,2,4,2,5
1118,1,1980,5,10,1,4,0,0,0,1,0,1,1,0,1,140.0,8,3,5,22,5,4,1,9,4,0,3,2,2,3,5
1119,1,1981,6,0,1,7,0,0,0,0,0,0,1,0,1,180.0,6,1,2,57,5,4,9,7,0,0,3,2,1,3,3
1120,1,1980,6,7,0,5,1,0,0,1,1,1,8,0,1,230.0,11,0,2,82,5,0,8,2,1,0,2,3,4,3,2
1121,0,1981,5,0,0,3,0,1,1,1,1,1,1,1,0,135.0,3,0,2,17,5,0,8,7,4,1,3,2,1,1,2
1122,1,1981,6,0,0,3,0,0,0,1,1,1,2,1,1,212.0,4,3,5,71,4,3,6,8,2,0,3,2,1,2,5
1123,1,1984,5,11,1,3,0,0,0,0,0,0,1,0,0,162.0,4,1,3,31,4,4,7,9,4,0,3,3,1,3,3
1124,1,1981,5,11,1,6,0,0,0,0,0,0,2,0,0,182.0,10,3,5,58,5,4,9,9,4,0,3,2,1,2,5
1125,1,1980,5,8,0,4,1,1,0,1,0,1,5,1,0,190.0,2,0,2,65,5,4,9,7,2,1,3,2,2,2,2
1126,1,1984,5,10,1,6,0,0,0,1,0,1,3,0,0,170.0,3,1,3,50,4,0,3,9,4,0,3,2,1,1,3
1127,1,1980,5,11,3,5,0,0,0,1,0,1,3,0,0,165.0,0,1,3,45,5,3,0,2,1,0,2,3,9,3,3
1128,1,1980,6,3,1,2,0,0,0,1,1,1,1,1,0,220.0,0,3,5,79,5,3,6,7,0,0,2,3,2,2,5
1129,0,1980,5,2,2,5,0,0,0,1,0,1,1,0,0,130.0,3,3,5,14,3,4,7,12,4,0,3,2,3,2,5
1130,1,1984,6,0,1,5,0,0,0,1,0,1,1,0,0,170.0,0,3,5,50,5,4,0,5,4,0,2,3,1,2,5
1131,1,1982,-2,-3,1,2,0,0,0,1,0,1,1,0,0,180.0,2,0,2,57,5,0,8,7,0,0,3,3,1,2,2
1132,1,1983,5,9,0,8,0,0,0,1,0,1,9,0,1,180.0,9,3,0,57,5,0,8,2,1,1,2,2,1,2,0
1133,1,1981,5,10,1,2,1,1,1,1,1,1,22,1,1,160.0,10,3,5,40,5,0,8,8,4,1,3,3,1,1,5
1134,1,1982,4,11,3,5,0,0,0,1,0,1,1,0,0,162.0,3,3,5,31,5,0,8,9,2,0,2,3,1,1,5
1135,1,1984,5,6,0,4,0,0,0,1,1,1,1,0,1,160.0,10,1,5,40,5,0,3,7,4,0,3,2,1,2,3
1136,1,1980,6,1,0,4,0,0,0,1,0,1,2,0,1,147.0,9,3,5,28,5,0,8,8,2,0,3,2,12,2,5
1137,1,1983,5,8,2,5,0,0,0,1,1,1,1,1,0,155.0,7,3,5,35,5,4,7,9,4,0,3,3,1,3,5
1138,1,1983,6,11,1,4,0,0,0,1,1,1,1,0,0,212.0,3,3,5,71,5,0,3,7,4,0,3,3,1,0,5
1139,1,1983,5,8,2,3,0,0,0,1,1,1,1,1,0,187.0,6,3,5,55,5,0,8,8,4,0,2,3,1,3,5
1140,0,1984,5,2,3,6,0,0,1,1,0,1,2,0,0,140.0,4,3,5,22,3,0,8,7,2,0,3,2,1,3,5
1141,1,1981,5,9,2,4,0,0,0,1,0,1,2,1,1,162.0,1,3,5,42,5,4,1,9,4,1,2,3,1,2,5
1142,1,1981,6,1,3,7,0,0,0,0,0,0,1,0,0,145.0,11,3,5,26,3,4,7,9,3,0,3,2,1,2,5
1143,0,1982,5,3,2,3,0,0,0,0,0,0,1,0,0,115.0,5,0,2,5,5,4,0,2,1,0,3,2,1,1,2
1144,1,1981,5,9,3,5,0,0,0,0,0,0,1,0,0,134.0,5,0,2,16,5,4,7,7,4,0,3,2,1,2,2
1145,0,1983,5,8,3,2,0,0,0,0,0,0,1,0,1,120.0,10,3,5,8,5,3,6,7,4,0,2,3,1,3,5
1146,1,1984,6,2,4,2,0,0,0,0,0,0,1,0,0,237.0,3,3,5,81,5,4,1,7,0,1,2,3,1,3,5
1147,0,1984,5,3,0,6,0,0,0,1,0,1,1,0,0,219.0,5,0,2,,5,0,8,9,2,0,3,2,1,3,2
1148,1,1984,5,6,3,4,0,0,0,0,0,0,1,0,0,127.0,0,3,1,12,5,0,3,2,1,0,3,2,1,1,1
1149,1,1980,6,0,1,2,0,0,0,1,1,1,2,0,1,187.0,3,0,2,55,5,4,7,7,0,0,3,3,2,1,2
1150,0,1982,5,7,1,7,1,0,1,1,1,1,1,0,1,212.0,3,3,5,71,5,0,8,7,4,1,3,2,1,2,5
1151,1,1983,5,7,0,6,0,0,0,0,0,0,9,1,1,142.0,1,1,3,23,5,0,8,7,4,0,3,2,1,2,3
1152,0,1980,5,3,4,2,0,0,0,1,0,1,1,0,0,120.0,1,3,5,8,4,4,0,7,4,0,3,2,4,2,5
1153,1,1984,5,9,2,6,0,0,0,0,0,0,1,0,0,147.0,10,1,3,28,5,4,7,9,4,0,3,2,1,2,3
1154,1,1982,6,4,3,4,0,0,0,1,1,1,2,0,1,160.0,3,3,5,40,5,0,8,12,4,0,3,3,1,3,5
1155,1,1980,5,10,3,4,0,0,0,0,0,0,1,0,1,165.0,3,3,5,45,5,4,7,7,2,0,3,2,2,2,5
1156,1,1984,6,0,3,2,0,0,0,1,0,1,1,1,1,194.0,8,3,5,67,5,4,7,7,3,0,2,2,1,2,5
1157,1,1982,5,8,2,7,0,0,0,1,1,1,2,0,1,140.0,7,3,5,22,5,4,7,7,4,0,3,2,1,3,5
1158,1,1981,5,10,1,9,0,0,0,0,0,0,1,1,1,171.0,3,3,5,51,5,4,7,7,0,1,3,2,1,2,5
1159,1,1982,5,9,3,5,0,0,0,0,0,0,1,0,0,164.0,4,0,2,44,4,4,9,7,4,0,3,2,1,2,2
1160,1,1984,5,4,1,8,0,0,0,1,0,1,1,1,0,55.0,3,1,5,0,5,0,3,9,4,0,2,2,1,3,3
1161,1,1981,5,11,0,5,0,0,0,0,0,0,2,0,1,179.0,4,1,3,,5,4,7,7,4,0,3,2,1,3,3
1162,1,1981,6,0,2,6,0,0,0,0,0,0,1,0,0,135.0,9,3,5,17,3,4,9,9,4,0,3,2,1,2,5
1163,0,1984,5,4,2,3,0,0,0,1,0,1,1,0,0,260.0,10,3,5,91,5,4,0,3,4,0,3,2,1,2,5
1164,1,1983,5,11,1,4,0,0,0,1,0,1,1,0,0,240.0,10,2,4,86,5,4,1,7,4,0,3,2,1,2,4
1165,1,1981,5,9,2,4,0,0,0,1,1,1,1,0,0,160.0,2,3,5,40,4,1,4,9,0,0,2,3,1,2,5
1166,1,1983,5,10,0,4,1,1,0,1,0,1,1,0,1,155.0,8,0,2,35,5,3,6,0,0,0,3,2,1,2,2
1167,1,1981,5,11,0,3,0,0,0,0,0,0,1,0,0,187.0,9,0,2,55,5,4,1,8,4,0,3,3,1,3,2
1168,1,1984,6,0,2,5,0,0,0,1,0,1,1,1,0,220.0,0,3,5,79,5,0,3,9,2,0,3,2,1,2,5
1169,0,1984,5,3,1,4,0,1,0,1,0,1,2,0,0,190.0,1,0,2,65,5,0,3,7,4,0,3,2,1,2,2
1170,1,1984,5,10,0,2,0,0,0,1,1,1,2,0,1,180.0,10,0,2,57,5,0,8,7,4,1,3,3,1,3,2
1171,1,1980,6,0,2,3,0,1,0,1,1,1,2,0,0,189.0,2,0,2,64,5,4,1,7,4,0,3,2,12,3,2
1172,1,1984,5,9,0,7,0,0,0,0,0,0,1,0,1,162.0,10,0,2,31,5,0,3,8,4,0,3,2,1,2,2
1173,1,1983,6,1,3,2,0,0,0,1,0,1,2,0,1,212.0,4,3,5,71,5,0,6,7,4,0,2,3,1,2,5
1174,0,1983,5,4,0,4,0,0,0,0,0,0,5,0,1,140.0,10,1,5,22,3,0,8,9,4,0,3,2,1,3,3
1175,0,1982,5,8,3,2,0,0,0,1,0,1,1,0,1,135.0,10,3,5,17,4,4,1,7,4,0,3,2,1,2,5
1176,0,1980,5,6,1,6,0,0,1,0,0,0,2,0,0,190.0,5,3,5,65,4,4,7,9,0,0,2,2,2,2,5
1177,1,1983,5,10,2,6,0,1,0,1,1,1,8,0,1,162.0,9,3,5,31,5,4,7,9,0,0,2,3,1,3,5
1178,0,1983,5,2,0,9,0,0,1,0,0,0,1,0,0,112.0,3,1,3,1,4,0,8,9,4,0,3,2,1,3,3
1179,1,1981,5,9,0,6,0,1,0,0,0,0,1,1,1,190.0,11,0,2,65,5,0,8,7,4,0,3,3,1,1,2
1180,1,1980,6,0,0,7,0,0,1,0,0,0,5,0,0,138.0,9,3,5,20,2,3,6,2,1,0,3,2,12,2,5
1181,1,1981,5,7,1,4,0,0,0,1,1,1,2,1,0,140.0,4,3,5,22,5,4,1,9,4,0,2,3,1,2,5
1182,1,1980,6,1,2,3,0,0,0,1,1,1,3,0,1,190.0,4,3,5,65,5,4,9,7,0,0,3,2,4,2,5
1183,1,1982,6,1,2,4,0,1,0,1,0,1,2,1,1,160.0,9,3,5,40,5,4,7,2,1,0,2,3,1,3,5
1184,1,1983,5,7,1,4,0,0,0,1,1,1,2,0,1,187.0,7,3,5,55,5,3,6,5,4,0,2,3,1,3,5
1185,1,1982,5,11,1,3,0,0,0,0,0,0,1,1,1,187.0,3,0,2,55,5,4,9,2,1,0,3,2,1,2,2
1186,1,1984,5,8,1,5,0,0,0,1,1,1,2,1,1,140.0,8,3,5,22,5,4,7,9,4,0,3,2,1,2,5
1187,0,1981,5,2,2,4,0,0,1,0,0,0,2,0,1,144.0,4,2,2,25,5,0,8,6,4,0,3,2,1,1,4
1188,1,1983,5,11,2,4,0,0,0,0,0,0,6,1,1,170.0,7,3,5,50,3,0,8,9,4,0,2,3,1,1,5
1189,0,1981,5,5,4,3,0,0,0,0,0,0,1,0,0,162.0,11,0,2,31,4,4,7,7,0,0,3,2,1,1,2
1190,1,1982,7,9,0,2,0,0,0,1,1,1,3,0,1,177.0,0,0,2,,5,0,8,7,4,0,3,3,1,3,2
1191,1,1982,6,1,0,4,0,0,0,1,1,1,1,1,1,162.0,1,3,5,31,4,4,7,7,2,0,2,3,1,3,5
1192,0,1984,5,2,1,5,0,0,1,0,0,0,4,0,1,160.0,1,0,2,40,4,0,3,7,4,0,3,3,1,2,2
1193,0,1980,6,3,1,3,0,0,0,0,1,1,1,0,0,260.0,4,3,5,91,4,3,6,7,0,0,3,2,7,3,5
1194,1,1980,5,6,0,3,0,0,0,1,0,1,5,1,1,162.0,6,3,5,31,5,0,8,7,4,0,2,2,12,3,5
1195,0,1982,5,6,1,5,0,0,0,1,1,1,1,0,0,160.0,9,3,5,40,5,4,1,5,4,0,2,3,1,2,5
1196,1,1980,5,8,1,10,0,0,1,1,1,1,7,0,1,195.0,5,1,5,68,4,0,8,12,0,0,3,3,,3,3
1197,1,1982,5,11,2,6,0,1,0,1,0,1,1,1,1,185.0,10,1,5,61,4,4,1,2,1,0,3,2,1,2,3
1198,1,1983,5,6,2,5,0,0,0,1,1,1,4,1,1,140.0,3,3,5,22,5,0,8,7,4,1,3,2,1,3,5
1199,1,1980,5,4,1,2,0,1,0,0,0,0,4,1,1,152.0,9,0,2,32,4,4,9,7,4,0,3,2,2,0,2
1200,1,1982,5,9,0,4,0,1,0,1,0,1,1,0,0,158.0,6,0,2,38,5,0,3,5,4,1,3,2,1,1,2
1201,0,1981,5,6,0,4,0,0,1,0,0,0,2,0,0,212.0,2,0,2,71,5,3,9,2,1,0,3,2,1,2,2
1202,1,1980,6,0,2,5,0,0,0,1,1,1,3,0,1,195.0,9,0,2,68,5,4,1,9,4,0,3,2,7,3,2
1203,1,1981,5,7,1,3,0,0,0,1,0,1,1,0,1,140.0,2,3,5,22,5,3,1,7,4,0,2,3,1,3,5
1204,1,1983,5,9,3,4,0,0,0,1,0,1,1,0,1,237.0,2,3,5,81,5,0,3,9,4,0,3,2,1,2,5
1205,1,1982,5,7,1,7,0,0,0,1,1,1,6,0,1,162.0,7,0,2,31,5,0,8,9,4,0,3,3,1,2,2
1206,1,1984,5,9,3,6,0,0,0,0,0,0,1,0,1,142.0,4,3,5,23,5,0,8,7,2,0,2,2,1,2,5
1207,1,1981,5,9,1,4,0,0,0,1,1,1,5,0,1,210.0,5,3,5,75,5,4,7,9,4,1,3,2,1,3,5
1208,1,1982,5,8,0,5,0,0,0,1,0,1,1,0,0,155.0,11,2,4,35,5,4,7,7,4,0,3,2,1,2,4
1209,1,1980,5,9,3,2,0,0,0,1,0,1,4,0,1,190.0,0,3,5,65,5,0,8,7,4,0,2,2,10,2,5
1210,1,1980,6,1,0,6,0,1,0,1,0,1,11,0,1,190.0,10,1,3,65,5,0,8,5,4,0,2,2,2,2,3
1211,1,1983,6,1,1,4,0,0,0,1,1,1,2,1,0,180.0,0,3,5,57,5,4,1,9,4,0,3,2,1,2,5
1212,1,1980,6,0,1,5,0,0,0,0,0,0,1,0,0,185.0,3,3,5,61,5,4,7,9,4,0,3,2,2,2,5
1213,1,1981,5,6,1,4,0,0,0,1,1,1,1,0,0,138.0,10,1,5,20,5,3,6,2,1,0,3,2,1,2,3
1214,1,1980,5,9,0,2,0,0,0,1,0,1,2,0,0,188.0,6,0,2,,5,0,6,5,0,0,3,2,2,2,2
