sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,homeless_for_2+_nights_over_last_5_years,used_cocaine_or_other_hard_drug_in_last_4_years,number_of_arrests_in_last_5_years,weight_in_lbs,height_total_inches,target
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,185.0,71,1
male,"never married, not cohabiting",3,2,"biological mother, marital status unknown",False,False,2,212.0,73,0
female,"never married, not cohabiting",1,6,Unknown,False,False,3,140.0,62,1
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,137.0,67,1
male,"never married, not cohabiting",0,2,"biological mother, marital status unknown",False,False,4,160.0,73,1
male,"never married, not cohabiting",2,6,both biological parents,False,False,1,147.0,69,0
male,"never married, cohabiting",3,6,"biological mother, marital status unknown",False,True,1,240.0,66,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,True,10,180.0,67,0
male,"never married, not cohabiting",2,6,"biological mother, marital status unknown",False,True,11,185.0,66,1
male,"never married, not cohabiting",1,6,Unknown,False,False,6,145.0,65,1
male,"never married, cohabiting",2,6,Unknown,False,False,1,185.0,71,1
male,"never married, cohabiting",3,6,Unknown,False,False,2,140.0,66,0
male,"never married, not cohabiting",1,6,Unknown,False,False,1,140.0,68,0
male,"never married, not cohabiting",2,6,both biological parents,False,False,1,148.0,66,1
female,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,True,3,103.0,57,0
male,"never married, cohabiting",1,5,"biological mother, marital status unknown",False,False,3,160.0,77,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,2,160.0,68,0
male,"never married, not cohabiting",0,5,both biological parents,False,False,1,210.0,69,0
female,"married, spouse present",0,4,Unknown,False,False,1,124.0,66,0
male,"married, spouse present",4,7,Unknown,False,False,1,190.0,68,0
male,"never married, not cohabiting",2,7,Unknown,False,False,1,166.0,69,1
male,"married, spouse present",1,3,both biological parents,False,False,1,170.0,69,1
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,True,7,137.0,63,1
male,"never married, not cohabiting",0,4,both biological parents,False,True,10,230.0,67,1
male,"never married, not cohabiting",3,5,Unknown,False,False,3,165.0,71,0
female,"never married, not cohabiting",0,8,"other adults, biological parent status unknown, not group quarters",False,False,1,69.5,64,1
female,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,True,1,187.0,63,0
male,"never married, not cohabiting",1,6,Unknown,False,True,1,120.0,63,0
male,"never married, not cohabiting",0,6,both biological parents,False,False,2,145.0,67,1
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,True,1,187.0,68,0
male,"never married, not cohabiting",1,6,"biological mother, marital status unknown",False,False,1,197.0,73,0
female,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,True,2,138.0,67,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,8,166.0,63,0
male,"never married, not cohabiting",0,5,Unknown,False,False,11,210.0,68,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,6,145.0,65,1
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,False,1,180.0,57,0
male,"never married, not cohabiting",5,6,both biological parents,False,True,2,185.0,67,0
male,"never married, not cohabiting",1,6,both biological parents,False,False,1,190.0,71,0
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,False,1,199.0,69,0
male,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,False,9,240.0,70,0
male,"never married, cohabiting",1,3,both biological parents,False,False,1,162.0,71,0
male,"never married, cohabiting",1,5,"biological mother, marital status unknown",False,False,2,155.0,67,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,170.0,74,0
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,False,1,187.0,72,0
male,"never married, cohabiting",0,6,"biological mother, marital status unknown",False,False,2,162.0,68,0
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",True,False,1,212.0,71,1
female,"married, spouse absent",1,5,"biological mother, marital status unknown",False,False,3,250.0,66,0
female,"never married, not cohabiting",0,8,"biological mother, marital status unknown",False,True,1,146.0,67,1
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,1,137.0,67,1
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,138.0,67,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,7,130.0,57,0
female,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,2,130.0,61,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,True,3,170.0,72,1
female,"never married, not cohabiting",1,6,both biological parents,False,False,2,124.0,63,0
male,"never married, not cohabiting",1,6,"biological father, other parent present",False,False,8,130.0,63,1
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,4,155.0,67,0
male,"never married, not cohabiting",1,4,Unknown,False,True,12,170.0,65,0
male,"never married, cohabiting",2,5,"biological mother, marital status unknown",False,False,3,190.0,75,1
male,"never married, not cohabiting",1,8,"biological mother, marital status unknown",False,True,1,257.5,75,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,2,140.0,69,0
male,"never married, cohabiting",2,5,"biological mother, marital status unknown",False,False,1,160.0,70,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,1,140.0,67,0
male,"never married, not cohabiting",2,3,Unknown,False,False,1,212.0,74,0
male,"never married, not cohabiting",1,3,both biological parents,False,False,2,257.5,72,1
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,10,180.0,71,1
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,2,160.0,72,1
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,False,2,210.0,76,1
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,False,1,185.0,72,0
male,"never married, not cohabiting",0,4,Unknown,False,True,3,160.0,70,0
male,"never married, not cohabiting",0,11,Unknown,False,False,2,212.0,71,0
female,"never married, not cohabiting",3,6,"biological mother, marital status unknown",False,False,2,152.0,64,0
male,"never married, not cohabiting",0,6,both biological parents,False,False,3,136.0,70,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,4,207.0,65,0
male,"never married, not cohabiting",2,8,Unknown,False,False,1,148.0,65,0
male,"never married, not cohabiting",3,6,"biological mother, marital status unknown",False,False,1,160.0,71,0
female,"never married, not cohabiting",2,3,Unknown,False,False,1,115.0,63,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,True,1,220.0,72,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,7,162.0,71,1
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,True,2,180.0,71,0
male,"never married, cohabiting",2,4,"biological mother, marital status unknown",True,False,1,162.0,73,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,1,187.0,71,1
male,"separated, not cohabiting",0,6,both biological parents,False,False,4,185.0,67,0
female,"never married, not cohabiting",3,6,both biological parents,False,False,1,85.0,61,0
male,"never married, not cohabiting",2,6,both biological parents,False,False,1,137.0,68,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,2,130.0,66,0
male,"never married, cohabiting",1,3,"biological father, other parent present",False,True,9,155.0,66,0
male,"never married, not cohabiting",2,3,adoptive parent(s),False,True,3,162.0,65,1
male,"never married, not cohabiting",0,3,"biological mother, other parent present",False,False,1,135.0,69,0
male,"married, spouse present",2,6,"biological mother, marital status unknown",False,False,1,162.0,67,0
male,"never married, not cohabiting",3,3,Unknown,False,True,1,170.0,68,1
male,"never married, cohabiting",2,7,both biological parents,False,True,1,142.0,66,1
female,"never married, cohabiting",4,7,"biological mother, marital status unknown",False,False,1,145.0,64,0
female,"never married, not cohabiting",2,6,"biological mother, other parent present",False,True,1,135.0,67,0
male,"married, spouse present",5,7,both biological parents,False,True,2,257.5,68,0
male,"never married, not cohabiting",2,10,"biological mother, marital status unknown",False,False,3,235.0,70,1
male,"never married, not cohabiting",1,10,"biological mother, marital status unknown",False,False,8,210.0,75,1
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,True,1,155.0,65,1
male,"never married, cohabiting",0,7,Unknown,False,False,3,162.0,73,0
male,"never married, not cohabiting",2,2,Unknown,False,False,1,140.0,67,0
male,"never married, not cohabiting",2,5,both biological parents,False,True,3,195.0,72,0
male,"never married, not cohabiting",0,4,both biological parents,False,True,2,212.0,71,0
male,"never married, not cohabiting",1,6,"biological mother, marital status unknown",False,False,2,180.0,69,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,137.0,64,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,2,161.0,68,0
male,"never married, cohabiting",2,5,"biological mother, marital status unknown",False,False,3,130.0,69,0
male,"never married, not cohabiting",0,4,Unknown,False,True,6,140.0,74,0
male,"never married, not cohabiting",0,3,"biological mother, other parent present",False,False,1,187.0,71,0
male,"never married, not cohabiting",0,5,"biological mother, other parent present",False,False,1,135.0,65,0
male,"never married, cohabiting",2,6,"biological mother, marital status unknown",False,True,1,160.0,72,1
male,"never married, not cohabiting",0,4,both biological parents,False,False,1,230.0,75,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,160.0,65,0
male,"never married, not cohabiting",0,5,Unknown,False,True,2,135.0,63,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,False,3,135.0,65,0
male,"never married, not cohabiting",2,3,both biological parents,False,False,4,212.0,71,0
male,"never married, not cohabiting",2,2,"biological mother, marital status unknown",False,False,1,143.0,68,1
male,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,True,18,145.0,73,1
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,2,134.0,61,0
female,"never married, not cohabiting",1,4,both biological parents,False,False,1,127.0,70,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,3,245.0,69,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,17,155.0,63,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,165.0,68,0
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,False,1,165.0,69,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,3,160.0,64,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,2,170.0,74,0
male,"never married, not cohabiting",0,5,both biological parents,False,False,1,169.0,70,0
male,"never married, cohabiting",1,9,Unknown,False,False,2,140.0,66,0
male,"never married, not cohabiting",0,7,both biological parents,False,False,3,198.0,71,0
male,"never married, not cohabiting",3,3,both biological parents,False,True,8,170.0,73,1
male,"never married, not cohabiting",2,9,"biological mother, marital status unknown",False,False,4,165.0,72,0
male,"never married, not cohabiting",1,7,both biological parents,False,True,1,130.0,65,0
male,"never married, not cohabiting",1,6,both biological parents,False,False,3,257.5,70,0
male,"married, spouse present",3,6,Unknown,False,False,3,180.0,67,0
male,"married, spouse absent",1,5,both biological parents,False,True,2,160.0,72,0
male,"never married, not cohabiting",1,6,Unknown,False,False,3,185.0,68,0
male,"never married, not cohabiting",2,6,Unknown,False,False,10,173.0,71,0
male,"never married, not cohabiting",2,7,both biological parents,False,True,2,165.0,66,1
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,False,2,162.0,68,1
male,"never married, cohabiting",2,2,"biological mother, marital status unknown",False,True,1,240.0,74,0
female,"married, spouse present",2,8,"biological mother, marital status unknown",True,True,1,237.0,63,0
female,"never married, cohabiting",0,10,"biological mother, marital status unknown",False,False,2,160.0,63,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,220.0,68,0
male,"never married, not cohabiting",1,8,both biological parents,False,False,1,69.5,64,1
male,"never married, not cohabiting",4,4,both biological parents,False,False,1,185.0,74,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",True,True,1,257.5,66,1
male,"never married, cohabiting",1,4,"biological mother, marital status unknown",False,False,7,215.0,74,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,205.0,72,0
male,"never married, cohabiting",3,4,"biological mother, marital status unknown",False,False,1,155.0,66,0
male,"never married, not cohabiting",4,4,"other adults, biological parent status unknown, not group quarters",False,False,1,160.0,66,0
female,"never married, cohabiting",1,4,"other adults, biological parent status unknown, not group quarters",False,True,1,137.0,65,1
male,"never married, cohabiting",1,3,"biological mother, marital status unknown",False,False,1,140.0,68,1
male,"married, spouse present",1,5,both biological parents,False,False,2,230.0,74,0
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,True,4,135.0,61,1
male,"never married, not cohabiting",1,4,adoptive parent(s),False,False,4,162.0,68,0
male,"never married, not cohabiting",1,7,both biological parents,False,True,6,162.0,67,0
male,"never married, cohabiting",0,4,"biological dad, marital status unknown",False,False,5,145.0,65,0
male,"never married, cohabiting",0,4,"biological mother, marital status unknown",False,False,2,162.0,70,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,1,134.0,67,1
male,"never married, not cohabiting",3,3,adoptive parent(s),False,False,13,160.0,66,0
male,"never married, not cohabiting",0,4,Unknown,True,False,1,155.0,70,0
female,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,1,158.0,69,0
male,"never married, not cohabiting",1,4,Unknown,False,False,4,145.0,70,1
male,"never married, cohabiting",1,6,"biological mother, marital status unknown",False,False,11,187.0,74,0
male,"never married, not cohabiting",1,6,"biological mother, marital status unknown",False,False,2,160.0,69,1
male,"never married, cohabiting",2,4,"biological mother, marital status unknown",False,False,4,187.0,72,0
male,"never married, not cohabiting",3,4,"biological mother, other parent present",False,False,1,155.0,71,1
female,"married, spouse present",0,3,Unknown,False,False,1,153.0,64,0
male,"never married, not cohabiting",0,6,"biological mother, other parent present",False,False,2,161.0,80,0
female,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,1,120.0,67,0
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,False,7,142.0,67,1
male,"never married, not cohabiting",0,4,"other adults, biological parent status unknown, not group quarters",False,False,1,178.0,72,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,True,2,189.0,72,0
male,"never married, not cohabiting",4,6,"biological mother, marital status unknown",False,False,3,69.5,67,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,11,210.0,76,0
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,False,5,250.0,68,0
male,"never married, not cohabiting",0,2,"biological mother, marital status unknown",False,True,3,177.0,81,0
male,"never married, not cohabiting",0,10,"biological mother, marital status unknown",False,False,2,184.0,70,1
male,"never married, cohabiting",2,6,both biological parents,False,False,5,187.0,66,1
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,2,152.0,69,1
female,"married, spouse present",0,4,"biological mother, marital status unknown",False,False,1,127.0,64,0
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,False,1,140.0,67,1
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,185.0,70,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,1,186.0,68,0
male,"never married, not cohabiting",1,2,Unknown,False,True,1,160.0,76,0
male,"never married, not cohabiting",0,8,"biological mother, marital status unknown",False,False,6,182.0,71,0
male,"never married, not cohabiting",1,3,Unknown,False,False,2,162.0,69,0
female,"never married, cohabiting",1,8,"other adults, biological parent status unknown, not group quarters",False,False,2,140.0,65,1
male,"never married, not cohabiting",1,7,both biological parents,False,False,1,162.0,65,1
female,"never married, cohabiting",3,3,"biological mother, marital status unknown",True,True,3,162.0,66,0
male,"never married, cohabiting",3,2,"biological mother, marital status unknown",False,False,3,168.0,68,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,4,165.0,73,1
male,"married, spouse present",1,5,"biological mother, marital status unknown",False,False,7,240.0,68,0
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,160.0,66,0
male,"never married, not cohabiting",1,6,both biological parents,False,False,2,69.5,69,0
male,"never married, not cohabiting",2,6,"biological mother, marital status unknown",False,False,1,155.0,74,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,145.0,72,1
male,"never married, cohabiting",2,2,"biological mother, marital status unknown",False,True,3,235.0,72,1
male,"never married, cohabiting",1,5,"biological mother, marital status unknown",False,False,5,185.0,74,1
male,"never married, not cohabiting",1,5,Unknown,False,False,4,170.0,67,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,False,1,190.0,69,1
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,190.0,66,0
male,"never married, not cohabiting",0,5,"other adults, biological parent status unknown, not group quarters",False,False,3,140.0,73,0
female,"never married, not cohabiting",4,4,"biological mother, marital status unknown",False,True,2,145.0,65,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,69.5,72,0
female,"never married, not cohabiting",4,5,"biological mother, marital status unknown",False,False,1,120.0,61,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,187.0,73,0
female,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,False,5,137.0,60,0
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,False,3,195.0,78,0
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,True,4,162.0,71,1
male,"never married, not cohabiting",1,5,"other adults, biological parent status unknown, not group quarters",False,False,1,134.0,68,0
female,"never married, not cohabiting",0,6,both biological parents,False,False,1,219.0,63,0
male,"never married, not cohabiting",0,7,both biological parents,False,False,4,155.0,70,1
male,"never married, not cohabiting",0,10,both biological parents,False,False,1,170.0,63,0
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,1,240.0,64,0
female,"never married, not cohabiting",0,5,both biological parents,False,False,1,232.0,62,1
female,"never married, not cohabiting",0,4,Unknown,False,False,4,120.0,62,0
female,"never married, not cohabiting",3,5,Unknown,False,False,1,145.0,65,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,1,145.0,71,1
male,"never married, not cohabiting",0,5,both biological parents,False,False,4,205.0,69,0
male,"never married, cohabiting",1,5,both biological parents,False,False,2,230.0,74,0
female,"never married, cohabiting",1,2,"biological mother, marital status unknown",False,False,1,190.0,66,0
female,"never married, not cohabiting",2,2,"biological mother, marital status unknown",False,False,1,135.0,67,0
male,"never married, not cohabiting",2,7,"biological mother, marital status unknown",False,False,1,170.0,70,1
male,"never married, not cohabiting",1,6,"biological mother, marital status unknown",False,False,4,210.0,75,0
male,"never married, cohabiting",1,6,Unknown,True,False,8,257.5,69,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,True,4,182.0,73,1
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,1,149.0,67,0
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",True,True,3,148.0,68,0
female,"never married, not cohabiting",0,4,"other adults, biological parent status unknown, not group quarters",False,True,1,154.0,63,0
male,"never married, cohabiting",0,5,"biological mother, marital status unknown",False,False,1,162.0,69,1
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,4,140.0,64,0
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,False,1,148.0,67,0
female,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,1,160.0,66,0
male,"never married, not cohabiting",0,7,"other adults, biological parent status unknown, not group quarters",False,False,10,195.0,72,1
female,"never married, not cohabiting",1,4,"other adults, biological parent status unknown, not group quarters",False,False,1,248.0,65,0
male,"never married, cohabiting",2,6,"biological mother, other parent present",False,False,1,180.0,73,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,3,198.0,67,1
male,"never married, not cohabiting",1,6,"biological mother, marital status unknown",False,False,1,191.0,74,0
male,"never married, not cohabiting",2,6,"other adults, biological parent status unknown, not group quarters",False,False,1,180.0,74,0
male,"never married, not cohabiting",2,4,"biological mother, other parent present",False,False,1,145.0,80,1
male,"never married, not cohabiting",1,8,"biological mother, marital status unknown",False,False,1,257.5,74,0
male,"never married, not cohabiting",0,3,"other adults, biological parent status unknown, not group quarters",False,True,1,185.0,69,1
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,True,2,130.0,64,0
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,110.0,66,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,167.0,71,1
female,"never married, cohabiting",0,6,"biological mother, marital status unknown",False,False,12,132.0,64,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,False,9,142.0,67,1
male,"never married, not cohabiting",3,6,"biological mother, marital status unknown",False,False,1,170.0,73,1
male,"never married, not cohabiting",1,5,Unknown,False,False,1,140.0,75,0
male,"never married, not cohabiting",2,3,"biological dad, marital status unknown",False,False,1,168.0,71,0
female,"never married, not cohabiting",0,5,"biological dad, marital status unknown",False,False,1,210.0,70,1
female,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,1,237.0,71,0
male,"never married, not cohabiting",3,3,"biological father, other parent present",False,False,8,162.0,57,0
female,"never married, not cohabiting",1,6,both biological parents,False,True,2,137.0,62,0
male,"never married, not cohabiting",5,3,"other adults, biological parent status unknown, not group quarters",False,False,1,160.0,71,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",True,True,8,165.0,70,1
male,"never married, not cohabiting",2,6,"biological mother, marital status unknown",False,False,1,162.0,69,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,1,240.0,73,1
male,"never married, not cohabiting",2,3,Unknown,False,False,2,220.0,75,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,1,160.0,66,0
female,"never married, not cohabiting",4,9,"other adults, biological parent status unknown, not group quarters",False,False,1,160.0,64,0
male,"never married, cohabiting",4,5,adoptive parent(s),False,False,2,202.0,70,0
female,"never married, not cohabiting",1,3,"biological mother, marital status unknown",True,True,1,160.0,68,0
female,"never married, not cohabiting",5,3,both biological parents,False,True,1,110.0,63,0
male,"never married, not cohabiting",2,3,both biological parents,False,True,1,145.0,65,1
male,"never married, not cohabiting",1,4,both biological parents,False,True,1,170.0,71,1
male,"never married, not cohabiting",2,2,"biological mother, marital status unknown",False,True,1,250.0,68,0
male,"never married, not cohabiting",2,8,"biological mother, marital status unknown",False,False,1,218.0,71,0
male,"never married, not cohabiting",3,8,"biological mother, marital status unknown",False,False,1,160.0,71,0
male,"never married, not cohabiting",0,4,"other adults, biological parent status unknown, not group quarters",False,False,6,180.0,67,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,8,162.0,66,1
male,"never married, not cohabiting",0,3,"other adults, biological parent status unknown, not group quarters",False,False,1,140.0,73,0
female,"never married, not cohabiting",2,3,"biological dad, marital status unknown",False,False,1,120.0,66,1
male,"never married, not cohabiting",0,2,"biological mother, marital status unknown",False,False,1,215.0,66,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,127.0,63,0
male,"never married, not cohabiting",1,4,"biological mother, other parent present",False,False,9,190.0,71,0
female,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,1,120.0,65,0
female,"never married, not cohabiting",3,2,Unknown,False,False,1,158.0,65,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,4,165.0,66,1
male,"divorced, cohabiting",1,4,"biological mother, other parent present",False,False,1,195.0,65,0
male,"never married, cohabiting",1,2,"biological mother, marital status unknown",False,False,4,152.0,64,1
male,"never married, not cohabiting",4,5,"biological mother, marital status unknown",False,False,1,185.0,69,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,4,162.0,59,1
female,"never married, not cohabiting",0,9,adoptive parent(s),True,False,3,137.0,67,0
female,"married, spouse present",0,4,anything else,False,False,1,146.0,62,0
female,"never married, cohabiting",2,4,"biological mother, marital status unknown",False,False,3,212.0,67,0
female,"never married, not cohabiting",2,6,"biological mother, marital status unknown",False,False,3,130.0,66,0
male,"never married, not cohabiting",3,7,"biological mother, marital status unknown",False,False,2,115.0,65,1
female,"never married, not cohabiting",2,5,"biological mother, marital status unknown",True,False,2,135.0,61,1
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,True,2,162.0,70,0
male,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,False,2,212.0,68,1
female,"never married, not cohabiting",3,6,"biological mother, marital status unknown",False,False,4,145.0,62,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,2,168.0,72,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,135.0,64,0
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,False,2,230.0,74,1
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,2,145.0,69,0
male,"never married, not cohabiting",4,5,"biological mother, marital status unknown",False,False,2,167.0,74,0
female,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,128.0,60,0
male,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,False,2,162.0,72,0
male,"never married, not cohabiting",0,11,"biological mother, marital status unknown",False,True,1,158.0,71,0
male,"never married, not cohabiting",0,4,"biological dad, marital status unknown",False,False,2,162.0,71,0
male,"never married, not cohabiting",1,5,Unknown,False,False,2,170.0,73,0
male,"never married, not cohabiting",1,3,"biological father, other parent present",False,False,2,187.0,72,0
male,"married, spouse present",0,5,both biological parents,False,False,1,165.0,68,0
male,"never married, not cohabiting",3,3,Unknown,False,False,2,190.0,81,0
male,"married, spouse absent",0,3,Unknown,False,False,1,240.0,68,1
male,"never married, not cohabiting",4,4,both biological parents,False,False,1,162.0,68,0
male,"never married, not cohabiting",0,10,"other adults, biological parent status unknown, not group quarters",False,False,3,162.0,69,1
female,"never married, not cohabiting",0,3,Unknown,False,False,1,162.0,64,1
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",True,False,5,190.0,68,1
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",True,False,1,185.0,73,1
male,"never married, not cohabiting",3,2,"other adults, biological parent status unknown, not group quarters",False,False,2,180.0,71,1
female,"married, spouse present",3,7,both biological parents,False,False,1,155.0,65,0
female,"never married, not cohabiting",1,2,adoptive parent(s),False,False,1,238.0,61,0
female,"never married, not cohabiting",1,5,"other adults, biological parent status unknown, not group quarters",False,False,1,140.0,62,0
male,"never married, not cohabiting",2,7,"biological mother, marital status unknown",False,True,1,165.0,67,0
male,"never married, not cohabiting",2,9,both biological parents,False,False,2,130.0,65,0
male,"never married, not cohabiting",2,6,"biological mother, marital status unknown",False,True,7,120.0,67,1
male,"never married, not cohabiting",2,2,"biological mother, marital status unknown",False,False,1,137.0,67,0
male,"never married, not cohabiting",2,6,"biological mother, marital status unknown",False,False,2,185.0,68,1
female,"never married, cohabiting",1,6,"biological mother, marital status unknown",False,False,1,115.0,61,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,130.0,60,1
male,"never married, not cohabiting",1,8,"biological mother, marital status unknown",False,False,1,187.0,64,1
male,"married, spouse present",2,6,"biological mother, marital status unknown",False,False,1,137.0,69,0
female,"never married, not cohabiting",1,4,Unknown,False,True,1,138.0,61,0
male,"never married, cohabiting",1,6,"biological mother, marital status unknown",False,False,1,130.0,69,0
male,"never married, cohabiting",3,6,Unknown,False,True,1,146.0,65,0
male,"never married, cohabiting",1,11,Unknown,False,False,1,180.0,70,1
female,"married, spouse absent",2,4,"biological mother, marital status unknown",False,False,5,218.0,62,1
male,"married, spouse present",2,4,"biological mother, marital status unknown",False,False,1,168.0,66,0
female,"married, spouse present",0,5,Unknown,False,False,1,183.0,64,0
female,"never married, cohabiting",3,4,Unknown,False,False,2,120.0,60,0
female,"never married, not cohabiting",2,4,"biological dad, marital status unknown",False,False,1,120.0,62,0
